id,shop_id,e_time
1,21139507,"[{'word': 'to', 'count': 13}, {'word': 'you', 'count': 12}, {'word': 'for', 'count': 10}, {'word': 'the', 'count': 8}, {'word': 'or', 'count': 8}]",1568318373.5878685
2,21139327,"[{'word': 'a', 'count': 4}, {'word': 'and', 'count': 3}, {'word': 'with', 'count': 3}, {'word': 'sports', 'count': 2}, {'word': 'also', 'count': 1}]",1568318373.5878823
3,21139109,"[{'word': 'the', 'count': 7}, {'word': 'on', 'count': 5}, {'word': 'logo', 'count': 4}, {'word': 'iron', 'count': 4}, {'word': '', 'count': 3}]",1568318373.587892
4,21138983,"[{'word': 'the', 'count': 3}, {'word': 'to', 'count': 3}, {'word': 'for', 'count': 3}, {'word': 'delivery', 'count': 2}, {'word': 'item', 'count': 2}]",1568318373.5879009
5,21138925,"[{'word': '', 'count': 14}, {'word': 'you', 'count': 11}, {'word': 'your', 'count': 11}, {'word': 'the', 'count': 8}, {'word': 'to', 'count': 8}]",1568318373.58791
6,21138873,"[{'word': 'to', 'count': 13}, {'word': 'you', 'count': 12}, {'word': 'for', 'count': 10}, {'word': 'the', 'count': 8}, {'word': 'or', 'count': 8}]",1568318373.587919
7,21138615,"[{'word': 'you', 'count': 17}, {'word': 'or', 'count': 15}, {'word': 'to', 'count': 15}, {'word': 'the', 'count': 14}, {'word': 'your', 'count': 13}]",1568318373.5879276
8,21138341,"[{'word': '', 'count': 14}, {'word': 'you', 'count': 11}, {'word': 'your', 'count': 11}, {'word': 'the', 'count': 8}, {'word': 'to', 'count': 8}]",1568318373.5879362
9,21137261,"[{'word': 'files', 'count': 5}, {'word': 'svg', 'count': 4}, {'word': 'for', 'count': 3}, {'word': 'silhouette', 'count': 2}, {'word': '', 'count': 2}]",1568318373.5879447
10,21136971,"[{'word': 'bears', 'count': 5}, {'word': 'files', 'count': 5}, {'word': 'floss', 'count': 4}, {'word': 'svg', 'count': 3}, {'word': 'boss', 'count': 2}]",1568318373.5879533
